41,EUCSI (End-User Computing Satisfaction Instrument),Doll,1988,(Eliminated),Are you satisfied with the system?,,
42,EUCSI (End-User Computing Satisfaction Instrument),Doll,1988,(Eliminated),Is the system convenient?,,
43,EUCSI (End-User Computing Satisfaction Instrument),Doll,1988,Accuracy,Is the system accurate?,,
44,EUCSI (End-User Computing Satisfaction Instrument),Doll,1988,Accuracy,Are you satisfied with the accuracy of the system?,,
45,EUCSI (End-User Computing Satisfaction Instrument),Doll,1988,Accuracy,Do you feel the output is reliable?,,
46,EUCSI (End-User Computing Satisfaction Instrument),Doll,1988,Accuracy,Do you find the system dependable?,,
47,EUCSI (End-User Computing Satisfaction Instrument),Doll,1988,Content,Does the information content meet your needs?,,
48,EUCSI (End-User Computing Satisfaction Instrument),Doll,1988,Content,Does the system provide the precise information  you need?,,
49,EUCSI (End-User Computing Satisfaction Instrument),Doll,1988,Content,Does the system provide reports that seem to be just about exactly what you need?,,
50,EUCSI (End-User Computing Satisfaction Instrument),Doll,1988,Content,Does the system provide sufficient information?,,
51,EUCSI (End-User Computing Satisfaction Instrument),Doll,1988,Content,Do you find the output relevant?,,
52,EUCSI (End-User Computing Satisfaction Instrument),Doll,1988,Ease of Use,Is the system user friendly?,,
53,EUCSI (End-User Computing Satisfaction Instrument),Doll,1988,Ease of Use,Is the system easy to use?,,
54,EUCSI (End-User Computing Satisfaction Instrument),Doll,1988,Ease of Use,Is the system efficient?,,
55,EUCSI (End-User Computing Satisfaction Instrument),Doll,1988,Format,Do you think the output is presented in a useful format?,,
56,EUCSI (End-User Computing Satisfaction Instrument),Doll,1988,Format,Are you happy with they layout of the output?,,
57,EUCSI (End-User Computing Satisfaction Instrument),Doll,1988,Format,Is the information clear?,,
58,EUCSI (End-User Computing Satisfaction Instrument),Doll,1988,Format,Is the output easy to understand?,,
59,EUCSI (End-User Computing Satisfaction Instrument),Doll,1988,Timeliness,Does the system provide up-to-date information?,,
60,EUCSI (End-User Computing Satisfaction Instrument),Doll,1988,Timeliness,Do you get the information you need in time?,,
61,QUIS (Questionnaire for User Interface Satisfaction),Chin,1988,Learning,Exploring new features by trial and error (difficult-easy),,
62,QUIS (Questionnaire for User Interface Satisfaction),Chin,1988,Learning,Tasks can be performed in a straight-forward manner (never-always),,
63,QUIS (Questionnaire for User Interface Satisfaction),Chin,1988,Learning,Help messages on the screen (unhelpful-helpful),,
64,QUIS (Questionnaire for User Interface Satisfaction),Chin,1988,Learning,Supplemental reference materials (confusing-clear),,
65,QUIS (Questionnaire for User Interface Satisfaction),Chin,1988,Learning,Learning to operate the system (difficult-easy),,
66,QUIS (Questionnaire for User Interface Satisfaction),Chin,1988,Learning,Remembering names and use of commands (difficult-easy),,
67,QUIS (Questionnaire for User Interface Satisfaction),Chin,1988,Overall Reactions to the Software,(terrible-wonderful),,
68,QUIS (Questionnaire for User Interface Satisfaction),Chin,1988,Overall Reactions to the Software,(difficult-easy),,
69,QUIS (Questionnaire for User Interface Satisfaction),Chin,1988,Overall Reactions to the Software,(frustrating-satisfying),,
70,QUIS (Questionnaire for User Interface Satisfaction),Chin,1988,Overall Reactions to the Software,(inadequate power-adequate power),,
71,QUIS (Questionnaire for User Interface Satisfaction),Chin,1988,Overall Reactions to the Software,(dull-stimulating),,
72,QUIS (Questionnaire for User Interface Satisfaction),Chin,1988,Overall Reactions to the Software,(rigid-flexible),,
73,QUIS (Questionnaire for User Interface Satisfaction),Chin,1988,Screen,Highlighting on the screen simplifies task (not at all-very much),,
74,QUIS (Questionnaire for User Interface Satisfaction),Chin,1988,Screen,Characters on the computer screen (hard to read-easy to read),,
75,QUIS (Questionnaire for User Interface Satisfaction),Chin,1988,Screen,Organization of information on screen (confusing-very clear),,
76,QUIS (Questionnaire for User Interface Satisfaction),Chin,1988,Screen,Sequence of screens (confusing-very clear),,
77,QUIS (Questionnaire for User Interface Satisfaction),Chin,1988,System Capabilities,Correcting your mistakes (difficult-easy),,
78,QUIS (Questionnaire for User Interface Satisfaction),Chin,1988,System Capabilities,System reliability (unreliable-reliable),,
79,QUIS (Questionnaire for User Interface Satisfaction),Chin,1988,System Capabilities,System speed (too slow-fast enough),,
80,QUIS (Questionnaire for User Interface Satisfaction),Chin,1988,System Capabilities,System tends to be (noisy-quiet),,
81,QUIS (Questionnaire for User Interface Satisfaction),Chin,1988,System Capabilities,Experienced and inexperienced users' needs are taken into consideration (never-always),,
82,QUIS (Questionnaire for User Interface Satisfaction),Chin,1988,Terminology and System Information,Use of terms throughout system (inconsistent-consistent),,
83,QUIS (Questionnaire for User Interface Satisfaction),Chin,1988,Terminology and System Information,Position of messages on screen (inconsistent-consistent),,
84,QUIS (Questionnaire for User Interface Satisfaction),Chin,1988,Terminology and System Information,Error messages (unhelpful-helpful),,
85,QUIS (Questionnaire for User Interface Satisfaction),Chin,1988,Terminology and System Information,Messages on screen which prompt user for input (confusing-clear),,
86,QUIS (Questionnaire for User Interface Satisfaction),Chin,1988,Terminology and System Information,Computer keeps you informed about what it is doing (never-always),,
87,QUIS (Questionnaire for User Interface Satisfaction),Chin,1988,Terminology and System Information,Computer terminology is related to the task you are doing (never-always),,
88,TAM (Technology Acceptance Model),Davis,1989,Perceived Ease of Use,I find it easy to recover from errors encountered while using electronic mail,,
89,TAM (Technology Acceptance Model),Davis,1989,Perceived Ease of Use,I make errors frequently when using electronic mail,,
90,TAM (Technology Acceptance Model),Davis,1989,Perceived Ease of Use,I need to consult the user manual often when using electronic mail,,
91,TAM (Technology Acceptance Model),Davis,1989,Perceived Ease of Use,The electronic mail system provides helpful guidance in performing tasks,,
92,TAM (Technology Acceptance Model),Davis,1989,Perceived Ease of Use,The electronic mail system often behaves in unexpected ways,,
93,TAM (Technology Acceptance Model),Davis,1989,Perceived Ease of Use,The electronic mail system is rigid and inflexible to interact with,,
94,TAM (Technology Acceptance Model),Davis,1989,Perceived Ease of Use,It is easy for me to remember how to perform tasks using the electronic mail system,,
95,TAM (Technology Acceptance Model),Davis,1989,Perceived Ease of Use,Interacting with the electronic mail system requires a lot of my mental effort,,
96,TAM (Technology Acceptance Model),Davis,1989,Perceived Ease of Use,I often become confused when I use the electronic mail system,,
97,TAM (Technology Acceptance Model),Davis,1989,Perceived Ease of Use,Interacting with the electronic mail system is often frustrating,,
98,TAM (Technology Acceptance Model),Davis,1989,Perceived Ease of Use,I find it easy to get the electronic mail system to do what I want it to do,,
99,TAM (Technology Acceptance Model),Davis,1989,Perceived Ease of Use,I find it cumbersome to use the electronic mail system,,
100,TAM (Technology Acceptance Model),Davis,1989,Perceived Ease of Use,My interaction with the electronic mail system is easy for me to understand,,
101,TAM (Technology Acceptance Model),Davis,1989,Perceived Ease of Use,"Overall, I find the electronic mail system easy to use",,
102,TAM (Technology Acceptance Model),Davis,1989,Perceived Usefulness,"Overall, I find the electronic mail system useful in my job",,
103,TAM (Technology Acceptance Model),Davis,1989,Perceived Usefulness,The electronic mail system addresses my job-related needs,,
104,TAM (Technology Acceptance Model),Davis,1989,Perceived Usefulness,Electronic mail supports critical aspects of my job,,
105,TAM (Technology Acceptance Model),Davis,1989,Perceived Usefulness,Electronic mail enables me to accomplish tasks more quickly,,
106,TAM (Technology Acceptance Model),Davis,1989,Perceived Usefulness,Using electronic mail allows me to accomplish more work than would otherwise be possible,,
107,TAM (Technology Acceptance Model),Davis,1989,Perceived Usefulness,Using electronic mail improves my job performance,,
108,TAM (Technology Acceptance Model),Davis,1989,Perceived Usefulness,Using electronic mail improves the quality of the work I do,,
109,TAM (Technology Acceptance Model),Davis,1989,Perceived Usefulness,Using electronic mail saves me time,,
110,TAM (Technology Acceptance Model),Davis,1989,Perceived Usefulness,Using electronic mail reduces the time I spend on unproductive activities,,
111,TAM (Technology Acceptance Model),Davis,1989,Perceived Usefulness,Using electronic mail enhances my effectiveness on the job,,
112,TAM (Technology Acceptance Model),Davis,1989,Perceived Usefulness,Using electronic mail increases my productivity,,
113,TAM (Technology Acceptance Model),Davis,1989,Perceived Usefulness,My job would be difficult to perform without electronic mail,,
114,TAM (Technology Acceptance Model),Davis,1989,Perceived Usefulness,Using electronic mail makes it easier to do my job,,
115,TAM (Technology Acceptance Model),Davis,1989,Perceived Usefulness,Using electronic mail gives me greater control over my work,,
116,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Compatibility,I think that using a PWS fits well with the way I like to work,,
117,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Compatibility,Using a PWS fits into my work style,,
118,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Compatibility,Using a PWS is compatible with all aspects of my work,,
119,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Compatibility,Using a PWS is completely compatible with my current situation,,
120,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Ease of Use,Learning to operate a PWS is easy for me,,
121,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Ease of Use,It is easy for me to remember how to perform tasks using a PWS,,
122,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Ease of Use,My using a PWS requires a lot a mental effort,,
123,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Ease of Use,I believe that a PWS is cumbersome to use,,
124,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Ease of Use,Using a PWS is often frustrating,,
125,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Ease of Use,My interaction with a PWS is clear and understandable,,
126,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Ease of Use,I believe that it is easy to get a PWS to do what I want it to do,,
127,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Ease of Use,Overall. I believe that a PWS is easy to use,,
128,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Image,Using a PWS improves my image within the organization,,
129,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Image,"Because of my use of PWS, others in my organization see me as a more valuable employee",,
130,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Image,People in my organization who use a PWS have more prestige that those who do not,,
131,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Image,People in my organization who use a PWS have a high profile,,
132,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Image,Having a PWS is a status symbol in my organization,,
133,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Relative Advantage,The disadvantages of my using a PWS far outweigh the advantages,,
134,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Relative Advantage,"Overall, I find using a PWS to be advantageous in my job",,
135,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Relative Advantage,Using a PWS increases my productivity,,
136,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Relative Advantage,Using a PWS improves the quality of work I do,,
137,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Relative Advantage,Using a PWS improves my job performance,,
138,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Relative Advantage,Using a PWS enables me to accomplish tasks more quickly,,
139,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Relative Advantage,Using a PWS enhances my effectiveness on the job,,
140,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Relative Advantage,Using a PWS makes it easier to do my job,,
141,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Relative Advantage,Using a PWS gives me greater control over my work,,
142,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Result Demonstrability,The results of using a PWS are apparent to me,,
143,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Result Demonstrability,I would have no difficulty telling others about the results of using a PWS,,
144,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Result Demonstrability,I believe I could communicate to others the consequences of using a PWS,,
145,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Result Demonstrability,I would have difficulty explaining why using a PWS may or may not be beneficial,,
146,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Trialability,I did not have to expend very much effort to try out the PWS,,
147,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Trialability,I have had a great deal of opportunity to try various PWS applications,,
148,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Trialability,I know where I can go to satisfactorily try out various uses of a PWS,,
149,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Trialability,A PWS was available to me to adequately test run various applications,,
150,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Trialability,"Before deciding whether to use any PWS applications, I was able to properly try them out",,
151,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Trialability,I was permitted to use a PWS on a trial basis long enough to see what it could do,,
152,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Trialability,I am able to experiment with the PWS as necessary,,
153,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Trialability,I can have PWS applications for long enough periods to try them out,,
154,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Trialability,I don't really have adequate opportunities to try out different things on the PWS,,
155,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Trialability,A proper on-the-job tryout of the various uses of the PWS is not possible,,
156,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Trialability,There are enough people in my organization to help me try the various uses of the PWS,,
157,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Visibility,I have seen what others do using their PWS,,
158,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Visibility,"In my organization, one sees PWS on many desks",,
159,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Visibility,I have seen a PWS in use outside my firm,,
160,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Visibility,PWS are not very visible in my organization,,
161,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Visibility,It is easy for me to observe others using PWS in my firm,,
162,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Visibility,I have had plenty of opportunity to see the PWS being used,,
163,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Visibility,I have not seen many others using a PWS in my department,,
164,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Voluntariness,My superiors expect me to use a PWS,,
165,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Voluntariness,My boss does not require me to use a PWS,,
166,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Voluntariness,"Although it might be helpful, using a PWS is certainly not compulsory in my job",,
167,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Voluntariness,My use of a PWS is voluntary (as opposed to required by my superiors or job description),,
168,CSUQ (Computer System Usability Questionnaire),Lewis,1995,Ease of Use,I can effectively complete my work using this system,,
169,CSUQ (Computer System Usability Questionnaire),Lewis,1995,Ease of Use,It was easy to learn to use this system,,
170,CSUQ (Computer System Usability Questionnaire),Lewis,1995,Ease of Use,I believe I became productive quickly using this system,,
171,CSUQ (Computer System Usability Questionnaire),Lewis,1995,Ease of Use,"Overall, I am satisfied with how easy it is to use this system",,
172,CSUQ (Computer System Usability Questionnaire),Lewis,1995,Ease of Use,It is simple to use this system,,
173,CSUQ (Computer System Usability Questionnaire),Lewis,1995,Ease of Use,I am able to complete my work quickly using this system,,
174,CSUQ (Computer System Usability Questionnaire),Lewis,1995,Ease of Use,I am able to efficiently complete my work using this system,,
175,CSUQ (Computer System Usability Questionnaire),Lewis,1995,Ease of Use,I feel comfortable using this system,,
176,CSUQ (Computer System Usability Questionnaire),Lewis,1995,Interaction Quality,The interface of this system is pleasant,,
177,CSUQ (Computer System Usability Questionnaire),Lewis,1995,Interaction Quality,This system has all the functions and capabilities I expect it to have,,
178,CSUQ (Computer System Usability Questionnaire),Lewis,1995,Interaction Quality,I like using the interface of this system,,
179,CSUQ (Computer System Usability Questionnaire),Lewis,1995,Overall Satisfaction,Overall I am satisfied with this system,,
180,CSUQ (Computer System Usability Questionnaire),Lewis,1995,System Use,The organization of information on the system screens is clear,,
181,CSUQ (Computer System Usability Questionnaire),Lewis,1995,System Use,It is easy to find the information I need,,
182,CSUQ (Computer System Usability Questionnaire),Lewis,1995,System Use,"The information (such as on-line help, on-screen messages, and other documentation) provided with this system is clear",,
183,CSUQ (Computer System Usability Questionnaire),Lewis,1995,System Use,The system gives error messages that clearly tell me how to fix problems,,
184,CSUQ (Computer System Usability Questionnaire),Lewis,1995,System Use,"Whenever I make a mistake using the system, I recover easily and quickly",,
185,CSUQ (Computer System Usability Questionnaire),Lewis,1995,System Use,The information is effective in helping me complete my work,,
186,CSUQ (Computer System Usability Questionnaire),Lewis,1995,System Use,The information provided with the system is easy to understand,,
187,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Compatibility,Is the wording familiar?,,
188,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Compatibility,Are the results of control entry compatible with user expectation?,,
189,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Compatibility,Is the control of cursor compatible with movement?,,
190,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Compatibility,Are the coding compatible with familiar conventions?,,
191,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Compatibility,Is the control matched to user skill?,,
192,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Consistency,Is the cursor placement consistent?,,
193,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Consistency,Is the display format consistent?,,
194,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Consistency,Is the feedback consistent?,,
195,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Consistency,Is the label format consistent?,,
196,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Consistency,Is the labeling itself consistent?,,
197,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Consistency,Is the wording consistent across displays?,,
198,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Consistency,Are symbols for graphic data standard?,,
199,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Consistency,"Is the coding consistent across displays, menu options?",,
200,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Consistency,Is label location consistent?,,
201,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Consistency,Is the display orientation consistent? - panning vs. scrolling,,
202,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Consistency,Is the data display consistent with entry requirements?,,
203,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Consistency,Is the format within data fields consistent?,,
204,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Consistency,Are the user actions required consistent?,,
205,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Consistency,Is the wording consistent with user guidance?,,
206,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Consistency,Is the assignment of colour codes conventional?,,
207,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Consistency,Is the data display consistent with user conventions?,,
208,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Consistency,Is the option wording consistent with command language?,,
209,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Flexibility,Are the menu options dependent on context?,,
210,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Flexibility,Does it have by-passing menu selection with command entry?,,
211,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Flexibility,Is the design for data entry flexible?,,
212,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Flexibility,Does it provide good training for different users?,,
213,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Flexibility,Does it have direct manipulation capability?,,
214,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Flexibility,Can the display be controlled by user flexibility?,,
215,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Flexibility,Does it provide flexible sequence control?,,
216,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Flexibility,Does it provide flexible user guidance?,,
217,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Flexibility,Can user name displays and elements according to their needs?,,
218,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Flexibility,Are users allowed to customize windows?,,
219,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Flexibility,Can users assign command names?,,
220,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Flexibility,Does it provide user selection of data for display?,,
221,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Flexibility,Does it handle user-specified windows?,,
222,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Flexibility,Does it provide zooming for display expansion?,,
223,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Learnability,Does it provide clarity of wording?,,
224,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Learnability,Are the command names meaningful?,,
225,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Learnability,Is the data grouping reasonable for easy learning?,,
226,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Learnability,Is the grouping of menu options logical?,,
227,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Learnability,Is the ordering of menu options logical?,,
228,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Learnability,Does it provide no-penalty learning?,,
229,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Learnability,Is the command language layered?,,
230,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Minimal Action,Does it provide combined entry of related data?,,
231,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Minimal Action,Will the required data be entered only once?,,
232,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Minimal Action,Is the shifting among windows easy?,,
233,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Minimal Action,Does it require minimal cursor positioning?,,
234,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Minimal Action,Does it require minimal steps in sequential menu selection?,,
235,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Minimal Action,Does it require minimal user control actions?,,
236,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Minimal Action,Is the return to higher-level menus required only one simple key action?,,
237,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Minimal Action,Is the return to general menu required only one simple key action?,,
238,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Minimal Action,Does it provide default values?,,
239,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Minimal Action,Does it provide function keys for frequent control entries?,,
240,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Minimal Action,Does it provide global search and replace capability?,,
241,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Minimal Action,Is the menu selection by pointing? - primary means of sequence control,,
242,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Minimal Action,Is the menu selection by keyed entry? - secondary means of control entry,,
243,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Minimal Memory Load,Are selected data highlighted?,,
