2A3. Job Compatibility,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Compatibility,Using a PWS is completely compatible with my current situation,,1
2B1. Learning,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Ease of Use,Learning to operate a PWS is easy for me,,1
2B2. Retention,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Ease of Use,It is easy for me to remember how to perform tasks using a PWS,,1
2B2A. Memory Loading,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Ease of Use,My using a PWS requires a lot a mental effort,,1
2D. Ease of Use,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Ease of Use,I believe that a PWS is cumbersome to use,,1
2D. Ease of Use,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Ease of Use,Using a PWS is often frustrating,,1
2D. Ease of Use,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Ease of Use,My interaction with a PWS is clear and understandable,,1
2D. Ease of Use,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Ease of Use,I believe that it is easy to get a PWS to do what I want it to do,,1
2D. Ease of Use,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Ease of Use,Overall. I believe that a PWS is easy to use,,1
2C3. Professional Image,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Image,Using a PWS improves my image within the organization,,1
2C3. Professional Image,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Image,"Because of my use of PWS, others in my organization see me as a more valuable employee",,1
4E. Organization Professional Image,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Image,People in my organization who use a PWS have more prestige that those who do not,,1
4E. Organization Professional Image,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Image,People in my organization who use a PWS have a high profile,,1
4E. Organization Professional Image,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Image,Having a PWS is a status symbol in my organization,,1
2E1. Total Benefit,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Relative Advantage,The disadvantages of my using a PWS far outweigh the advantages,,1
2E2. General Opinion,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Relative Advantage,"Overall, I find using a PWS to be advantageous in my job",,1
3C1. Quantity Output,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Relative Advantage,Using a PWS increases my productivity,,1
3C2. Quality Output,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Relative Advantage,Using a PWS improves the quality of work I do,,1
3C2. Quality Output,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Relative Advantage,Using a PWS improves my job performance,,1
3C3. General Efficiency,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Relative Advantage,Using a PWS enables me to accomplish tasks more quickly,,1
3C3. General Efficiency,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Relative Advantage,Using a PWS enhances my effectiveness on the job,,1
3C4. Easier Work,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Relative Advantage,Using a PWS makes it easier to do my job,,1
3C5. Feeling of Control,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Relative Advantage,Using a PWS gives me greater control over my work,,1
2C. Perceived Personal Benefit,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Result Demonstrability,The results of using a PWS are apparent to me,,1
2C4. Expression of Benefit,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Result Demonstrability,I would have no difficulty telling others about the results of using a PWS,,1
2C4. Expression of Benefit,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Result Demonstrability,I believe I could communicate to others the consequences of using a PWS,,1
2C4. Expression of Benefit,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Result Demonstrability,I would have difficulty explaining why using a PWS may or may not be beneficial,,1
1B3. Intuitive Use,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Trialability,I did not have to expend very much effort to try out the PWS,,1
2B1B. Tutorials,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Trialability,I have had a great deal of opportunity to try various PWS applications,,1
2B1B. Tutorials,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Trialability,I know where I can go to satisfactorily try out various uses of a PWS,,1
2B1B. Tutorials,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Trialability,A PWS was available to me to adequately test run various applications,,1
2B1B. Tutorials,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Trialability,"Before deciding whether to use any PWS applications, I was able to properly try them out",,1
2B1B. Tutorials,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Trialability,I was permitted to use a PWS on a trial basis long enough to see what it could do,,1
2B1B. Tutorials,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Trialability,I am able to experiment with the PWS as necessary,,1
2B1B. Tutorials,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Trialability,I can have PWS applications for long enough periods to try them out,,1
2B1B. Tutorials,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Trialability,I don't really have adequate opportunities to try out different things on the PWS,,1
2B1B. Tutorials,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Trialability,A proper on-the-job tryout of the various uses of the PWS is not possible,,1
2B1B. Tutorials,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Trialability,There are enough people in my organization to help me try the various uses of the PWS,,1
2B1A. Observation,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Visibility,I have seen what others do using their PWS,,1
2B1A. Observation,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Visibility,"In my organization, one sees PWS on many desks",,1
2B1A. Observation,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Visibility,I have seen a PWS in use outside my firm,,1
2B1A. Observation,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Visibility,PWS are not very visible in my organization,,1
2B1A. Observation,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Visibility,It is easy for me to observe others using PWS in my firm,,1
2B1A. Observation,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Visibility,I have had plenty of opportunity to see the PWS being used,,1
2B1A. Observation,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Visibility,I have not seen many others using a PWS in my department,,1
4B. Management Expectations,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Voluntariness,My superiors expect me to use a PWS,,1
4B. Management Expectations,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Voluntariness,My boss does not require me to use a PWS,,1
4B. Management Expectations,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Voluntariness,"Although it might be helpful, using a PWS is certainly not compulsory in my job",,1
4D. Voluntariness,Instrument to Measure the Perceptions of Adopting an Information Technology Innovation,Moore,1991,Voluntariness,My use of a PWS is voluntary (as opposed to required by my superiors or job description),,1
2A4. Task Compatibility,CSUQ (Computer System Usability Questionnaire),Lewis,1995,Ease of Use,I can effectively complete my work using this system,3,1
2B1. Learning,CSUQ (Computer System Usability Questionnaire),Lewis,1995,Ease of Use,It was easy to learn to use this system,7,1
2B3. Adaptation to Skill Level,CSUQ (Computer System Usability Questionnaire),Lewis,1995,Ease of Use,I believe I became productive quickly using this system,8,1
2D. Ease of Use,CSUQ (Computer System Usability Questionnaire),Lewis,1995,Ease of Use,"Overall, I am satisfied with how easy it is to use this system",1,1
2D. Ease of Use,CSUQ (Computer System Usability Questionnaire),Lewis,1995,Ease of Use,It is simple to use this system,2,1
3B3. Speed of Tasks,CSUQ (Computer System Usability Questionnaire),Lewis,1995,Ease of Use,I am able to complete my work quickly using this system,4,1
3C3. General Efficiency,CSUQ (Computer System Usability Questionnaire),Lewis,1995,Ease of Use,I am able to efficiently complete my work using this system,5,1
5A4. Perceived Competence,CSUQ (Computer System Usability Questionnaire),Lewis,1995,Ease of Use,I feel comfortable using this system,6,1
1A. Visuals,CSUQ (Computer System Usability Questionnaire),Lewis,1995,Interaction Quality,The interface of this system is pleasant,16,1
1D4. Level of Detail,CSUQ (Computer System Usability Questionnaire),Lewis,1995,Interaction Quality,This system has all the functions and capabilities I expect it to have,18,1
2E2. General Opinion,CSUQ (Computer System Usability Questionnaire),Lewis,1995,Interaction Quality,I like using the interface of this system,17,1
2E2. General Opinion,CSUQ (Computer System Usability Questionnaire),Lewis,1995,Overall Satisfaction,Overall I am satisfied with this system,19,1
1B1. Layout,CSUQ (Computer System Usability Questionnaire),Lewis,1995,System Use,The organization of information on the system screens is clear,15,1
1B4. Number of Steps,CSUQ (Computer System Usability Questionnaire),Lewis,1995,System Use,It is easy to find the information I need,12,1
1C. User Assistance,CSUQ (Computer System Usability Questionnaire),Lewis,1995,System Use,"The information (such as on-line help, on-screen messages, and other documentation) provided with this system is clear",11,1
1C4. Error Messages,CSUQ (Computer System Usability Questionnaire),Lewis,1995,System Use,The system gives error messages that clearly tell me how to fix problems,9,1
1C5. Error Recovery,CSUQ (Computer System Usability Questionnaire),Lewis,1995,System Use,"Whenever I make a mistake using the system, I recover easily and quickly",10,1
1D6. Relevant Content,CSUQ (Computer System Usability Questionnaire),Lewis,1995,System Use,The information is effective in helping me complete my work,14,1
1D8. Clarity,CSUQ (Computer System Usability Questionnaire),Lewis,1995,System Use,The information provided with the system is easy to understand,13,1
1B3A. Intuitive Wording,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Compatibility,Is the wording familiar?,5,1
1D3. Expected Content,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Compatibility,Are the results of control entry compatible with user expectation?,2,1
2A1. Compatible Mental Models,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Compatibility,Is the control of cursor compatible with movement?,1,1
2A1. Compatible Mental Models,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Compatibility,Are the coding compatible with familiar conventions?,4,1
2B3. Adaptation to Skill Level,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Compatibility,Is the control matched to user skill?,3,1
1B1. Layout,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Consistency,Is the cursor placement consistent?,8,1
1B1. Layout,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Consistency,Is the display format consistent?,9,1
1B2A. Phrase Consistency,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Consistency,Is the feedback consistent?,10,1
1B2A. Phrase Consistency,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Consistency,Is the label format consistent?,12,1
1B2A. Phrase Consistency,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Consistency,Is the labeling itself consistent?,14,1
1B2A. Phrase Consistency,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Consistency,Is the wording consistent across displays?,17,1
1B2A. Phrase Consistency,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Consistency,Are symbols for graphic data standard?,20,1
1B2B. Layout Consistency,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Consistency,"Is the coding consistent across displays, menu options?",7,1
1B2B. Layout Consistency,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Consistency,Is label location consistent?,13,1
1B2B. Layout Consistency,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Consistency,Is the display orientation consistent? - panning vs. scrolling,15,1
1B2B. Layout Consistency,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Consistency,Is the data display consistent with entry requirements?,18,1
1B2C. Input Consistency,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Consistency,Is the format within data fields consistent?,11,1
1B2C. Input Consistency,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Consistency,Are the user actions required consistent?,16,1
1B3A. Intuitive Wording,PUTQ (Purdue Usability Testing Questionnaire),Lin,1997,Consistency,Is the wording consistent with user guidance?,22,1
